GPU device ID: 3
newdata/50_2020.npy
0
Model(
  (attn): MultiheadAttention(
    (out_proj): NonDynamicallyQuantizableLinear(in_features=10, out_features=10, bias=True)
  )
  (fc): Linear(in_features=10, out_features=5, bias=True)
)
number of parameters: 495
Training start
epoch  1 | time used:  0.56s | train_loss 1.488 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 14 | time used:  0.13s | train_loss 1.484 | valid loss 1.522 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 15 | time used:  0.13s | train_loss 1.453 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 16 | time used:  0.13s | train_loss 1.455 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 17 | time used:  0.13s | train_loss 1.482 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 18 | time used:  0.13s | train_loss 1.483 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 19 | time used:  0.13s | train_loss 1.480 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 20 | time used:  0.13s | train_loss 1.482 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
saving the model to ./save/2020_50/Attention/checkpoint20.pt
epoch 21 | time used:  0.13s | train_loss 1.485 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 22 | time used:  0.13s | train_loss 1.483 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 23 | time used:  0.13s | train_loss 1.648 | valid loss 1.883 | valid acc 0.062 | mae 1.819 | mse 3.581 | rmse 1.89 | r2 -0.04 | sharp -0.01
epoch 24 | time used:  0.13s | train_loss 1.854 | valid loss 1.883 | valid acc 0.062 | mae 1.819 | mse 3.581 | rmse 1.89 | r2 -0.04 | sharp -0.01
epoch 25 | time used:  0.13s | train_loss 1.853 | valid loss 1.883 | valid acc 0.062 | mae 1.819 | mse 3.581 | rmse 1.89 | r2 -0.04 | sharp -0.01
epoch 26 | time used:  0.13s | train_loss 1.819 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 27 | time used:  0.13s | train_loss 1.481 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 28 | time used:  0.13s | train_loss 1.482 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 29 | time used:  0.13s | train_loss 1.480 | valid loss 1.520 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 30 | time used:  0.13s | train_loss 1.459 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
saving the model to ./save/2020_50/Attention/checkpoint30.pt
epoch 31 | time used:  0.13s | train_loss 1.464 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 32 | time used:  0.13s | train_loss 1.464 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 33 | time used:  0.13s | train_loss 1.462 | valid loss 1.337 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 34 | time used:  0.13s | train_loss 1.469 | valid loss 1.528 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 35 | time used:  0.13s | train_loss 1.462 | valid loss 1.479 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 36 | time used:  0.13s | train_loss 1.461 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 37 | time used:  0.13s | train_loss 1.464 | valid loss 1.336 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 38 | time used:  0.12s | train_loss 1.461 | valid loss 1.336 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 39 | time used:  0.13s | train_loss 1.458 | valid loss 1.333 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 40 | time used:  0.13s | train_loss 1.461 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
saving the model to ./save/2020_50/Attention/checkpoint40.pt
epoch 41 | time used:  0.13s | train_loss 1.462 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 42 | time used:  0.13s | train_loss 1.457 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 43 | time used:  0.13s | train_loss 1.464 | valid loss 1.336 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 44 | time used:  0.13s | train_loss 1.456 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 45 | time used:  0.13s | train_loss 1.462 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 46 | time used:  0.13s | train_loss 1.494 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 47 | time used:  0.13s | train_loss 1.462 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 48 | time used:  0.13s | train_loss 1.462 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 49 | time used:  0.13s | train_loss 1.460 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 50 | time used:  0.13s | train_loss 1.447 | valid loss 1.528 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
saving the model to ./save/2020_50/Attention/checkpoint50.pt
epoch 51 | time used:  0.13s | train_loss 1.485 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 52 | time used:  0.13s | train_loss 1.488 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 53 | time used:  0.13s | train_loss 1.479 | valid loss 1.526 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 54 | time used:  0.13s | train_loss 1.456 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 55 | time used:  0.13s | train_loss 1.458 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 56 | time used:  0.13s | train_loss 1.467 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 57 | time used:  0.13s | train_loss 1.479 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 58 | time used:  0.13s | train_loss 1.460 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 59 | time used:  0.13s | train_loss 1.466 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 60 | time used:  0.13s | train_loss 1.460 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
saving the model to ./save/2020_50/Attention/checkpoint60.pt
epoch 61 | time used:  0.12s | train_loss 1.456 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 62 | time used:  0.12s | train_loss 1.479 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 63 | time used:  0.12s | train_loss 1.484 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 64 | time used:  0.12s | train_loss 1.483 | valid loss 1.528 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 65 | time used:  0.12s | train_loss 1.465 | valid loss 1.336 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 66 | time used:  0.12s | train_loss 1.462 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 67 | time used:  0.12s | train_loss 1.461 | valid loss 1.337 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
epoch 68 | time used:  0.12s | train_loss 1.509 | valid loss 1.883 | valid acc 0.062 | mae 1.819 | mse 3.581 | rmse 1.89 | r2 -0.04 | sharp -0.01
epoch 69 | time used:  0.13s | train_loss 1.712 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 70 | time used:  0.13s | train_loss 1.480 | valid loss 1.335 | valid acc 0.535 | mae 1.611 | mse 6.026 | rmse 2.45 | r2 -0.76 | sharp -0.01
saving the model to ./save/2020_50/Attention/checkpoint70.pt
epoch 71 | time used:  0.13s | train_loss 1.484 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 72 | time used:  0.13s | train_loss 1.480 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 73 | time used:  0.13s | train_loss 1.486 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 74 | time used:  0.13s | train_loss 1.484 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 75 | time used:  0.13s | train_loss 1.483 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 76 | time used:  0.13s | train_loss 1.484 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 77 | time used:  0.13s | train_loss 1.481 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 78 | time used:  0.13s | train_loss 1.485 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 79 | time used:  0.13s | train_loss 1.482 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 80 | time used:  0.13s | train_loss 1.480 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
saving the model to ./save/2020_50/Attention/checkpoint80.pt
epoch 81 | time used:  0.13s | train_loss 1.485 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 82 | time used:  0.13s | train_loss 1.481 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 83 | time used:  0.13s | train_loss 1.483 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 84 | time used:  0.13s | train_loss 1.482 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 85 | time used:  0.13s | train_loss 1.480 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 86 | time used:  0.13s | train_loss 1.484 | valid loss 1.528 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 87 | time used:  0.13s | train_loss 1.488 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 88 | time used:  0.13s | train_loss 1.487 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
epoch 89 | time used:  0.13s | train_loss 1.482 | valid loss 1.529 | valid acc 0.346 | mae 2.389 | mse 9.136 | rmse 3.02 | r2 -1.66 | sharp 0.00
Early stopping for the phase
